gain	0	1	-84.35
gain	1	0	-84.35
gain	0	2	-95.65
gain	2	0	-95.65
gain	0	3	-96.85
gain	3	0	-96.85
gain	0	4	-103.26
gain	4	0	-103.26
gain	0	5	-118.92
gain	5	0	-118.92
gain	0	6	-111.10
gain	6	0	-111.10
gain	0	7	-83.98
gain	7	0	-83.98
gain	0	8	-101.15
gain	8	0	-101.15
gain	0	9	-88.07
gain	9	0	-88.07
gain	0	10	-100.39
gain	10	0	-100.39
gain	0	11	-108.71
gain	11	0	-108.71
gain	0	12	-107.42
gain	12	0	-107.42
gain	0	13	-111.15
gain	13	0	-111.15
gain	0	14	-93.63
gain	14	0	-93.63
gain	0	15	-92.42
gain	15	0	-92.42
gain	0	16	-107.53
gain	16	0	-107.53
gain	0	17	-96.83
gain	17	0	-96.83
gain	0	18	-107.62
gain	18	0	-107.62
gain	0	19	-121.52
gain	19	0	-121.52
gain	0	20	-110.63
gain	20	0	-110.63
gain	0	21	-93.86
gain	21	0	-93.86
gain	0	22	-100.59
gain	22	0	-100.59
gain	0	23	-98.31
gain	23	0	-98.31
gain	0	24	-106.28
gain	24	0	-106.28
gain	0	25	-105.16
gain	25	0	-105.16
gain	0	26	-110.99
gain	26	0	-110.99
gain	0	27	-108.69
gain	27	0	-108.69
gain	0	28	-105.38
gain	28	0	-105.38
gain	0	29	-99.87
gain	29	0	-99.87
gain	0	30	-103.93
gain	30	0	-103.93
gain	0	31	-104.10
gain	31	0	-104.10
gain	0	32	-115.00
gain	32	0	-115.00
gain	0	33	-112.35
gain	33	0	-112.35
gain	0	34	-105.22
gain	34	0	-105.22
gain	0	35	-107.86
gain	35	0	-107.86
gain	0	36	-113.39
gain	36	0	-113.39
gain	0	37	-105.66
gain	37	0	-105.66
gain	0	38	-101.16
gain	38	0	-101.16
gain	0	39	-115.11
gain	39	0	-115.11
gain	0	40	-121.20
gain	40	0	-121.20
gain	0	41	-103.93
gain	41	0	-103.93
gain	0	42	-106.37
gain	42	0	-106.37
gain	0	43	-107.22
gain	43	0	-107.22
gain	0	44	-110.84
gain	44	0	-110.84
gain	0	45	-117.92
gain	45	0	-117.92
gain	0	46	-113.91
gain	46	0	-113.91
gain	0	47	-115.12
gain	47	0	-115.12
gain	0	48	-110.25
gain	48	0	-110.25
gain	1	2	-95.33
gain	2	1	-95.33
gain	1	3	-92.78
gain	3	1	-92.78
gain	1	4	-101.20
gain	4	1	-101.20
gain	1	5	-99.85
gain	5	1	-99.85
gain	1	6	-104.21
gain	6	1	-104.21
gain	1	7	-80.41
gain	7	1	-80.41
gain	1	8	-97.50
gain	8	1	-97.50
gain	1	9	-86.28
gain	9	1	-86.28
gain	1	10	-90.13
gain	10	1	-90.13
gain	1	11	-106.21
gain	11	1	-106.21
gain	1	12	-106.58
gain	12	1	-106.58
gain	1	13	-103.53
gain	13	1	-103.53
gain	1	14	-89.03
gain	14	1	-89.03
gain	1	15	-98.96
gain	15	1	-98.96
gain	1	16	-106.45
gain	16	1	-106.45
gain	1	17	-107.83
gain	17	1	-107.83
gain	1	18	-108.31
gain	18	1	-108.31
gain	1	19	-103.97
gain	19	1	-103.97
gain	1	20	-110.48
gain	20	1	-110.48
gain	1	21	-101.26
gain	21	1	-101.26
gain	1	22	-89.60
gain	22	1	-89.60
gain	1	23	-111.79
gain	23	1	-111.79
gain	1	24	-93.68
gain	24	1	-93.68
gain	1	25	-106.36
gain	25	1	-106.36
gain	1	26	-112.02
gain	26	1	-112.02
gain	1	27	-106.88
gain	27	1	-106.88
gain	1	28	-97.77
gain	28	1	-97.77
gain	1	29	-101.46
gain	29	1	-101.46
gain	1	30	-99.82
gain	30	1	-99.82
gain	1	31	-97.33
gain	31	1	-97.33
gain	1	32	-107.93
gain	32	1	-107.93
gain	1	33	-116.75
gain	33	1	-116.75
gain	1	34	-112.79
gain	34	1	-112.79
gain	1	35	-108.74
gain	35	1	-108.74
gain	1	36	-110.75
gain	36	1	-110.75
gain	1	37	-104.07
gain	37	1	-104.07
gain	1	38	-107.70
gain	38	1	-107.70
gain	1	39	-115.91
gain	39	1	-115.91
gain	1	40	-104.48
gain	40	1	-104.48
gain	1	41	-114.19
gain	41	1	-114.19
gain	1	42	-106.40
gain	42	1	-106.40
gain	1	43	-117.93
gain	43	1	-117.93
gain	1	44	-102.73
gain	44	1	-102.73
gain	1	45	-106.38
gain	45	1	-106.38
gain	1	46	-102.52
gain	46	1	-102.52
gain	1	47	-113.12
gain	47	1	-113.12
gain	1	48	-114.50
gain	48	1	-114.50
gain	2	3	-78.64
gain	3	2	-78.64
gain	2	4	-92.96
gain	4	2	-92.96
gain	2	5	-102.31
gain	5	2	-102.31
gain	2	6	-111.30
gain	6	2	-111.30
gain	2	7	-95.82
gain	7	2	-95.82
gain	2	8	-84.91
gain	8	2	-84.91
gain	2	9	-81.65
gain	9	2	-81.65
gain	2	10	-86.70
gain	10	2	-86.70
gain	2	11	-89.74
gain	11	2	-89.74
gain	2	12	-94.34
gain	12	2	-94.34
gain	2	13	-100.01
gain	13	2	-100.01
gain	2	14	-106.23
gain	14	2	-106.23
gain	2	15	-100.78
gain	15	2	-100.78
gain	2	16	-84.96
gain	16	2	-84.96
gain	2	17	-101.12
gain	17	2	-101.12
gain	2	18	-101.61
gain	18	2	-101.61
gain	2	19	-98.81
gain	19	2	-98.81
gain	2	20	-108.19
gain	20	2	-108.19
gain	2	21	-97.05
gain	21	2	-97.05
gain	2	22	-95.10
gain	22	2	-95.10
gain	2	23	-97.41
gain	23	2	-97.41
gain	2	24	-104.49
gain	24	2	-104.49
gain	2	25	-97.57
gain	25	2	-97.57
gain	2	26	-107.17
gain	26	2	-107.17
gain	2	27	-111.09
gain	27	2	-111.09
gain	2	28	-110.21
gain	28	2	-110.21
gain	2	29	-94.67
gain	29	2	-94.67
gain	2	30	-103.71
gain	30	2	-103.71
gain	2	31	-105.83
gain	31	2	-105.83
gain	2	32	-120.12
gain	32	2	-120.12
gain	2	33	-104.13
gain	33	2	-104.13
gain	2	34	-107.05
gain	34	2	-107.05
gain	2	35	-104.74
gain	35	2	-104.74
gain	2	36	-105.15
gain	36	2	-105.15
gain	2	37	-104.82
gain	37	2	-104.82
gain	2	38	-112.63
gain	38	2	-112.63
gain	2	39	-103.60
gain	39	2	-103.60
gain	2	40	-103.30
gain	40	2	-103.30
gain	2	41	-112.81
gain	41	2	-112.81
gain	2	42	-105.41
gain	42	2	-105.41
gain	2	43	-106.67
gain	43	2	-106.67
gain	2	44	-104.12
gain	44	2	-104.12
gain	2	45	-121.76
gain	45	2	-121.76
gain	2	46	-101.28
gain	46	2	-101.28
gain	2	47	-117.21
gain	47	2	-117.21
gain	2	48	-108.00
gain	48	2	-108.00
gain	3	4	-83.87
gain	4	3	-83.87
gain	3	5	-93.13
gain	5	3	-93.13
gain	3	6	-100.17
gain	6	3	-100.17
gain	3	7	-96.15
gain	7	3	-96.15
gain	3	8	-95.20
gain	8	3	-95.20
gain	3	9	-98.58
gain	9	3	-98.58
gain	3	10	-79.75
gain	10	3	-79.75
gain	3	11	-90.91
gain	11	3	-90.91
gain	3	12	-97.12
gain	12	3	-97.12
gain	3	13	-102.08
gain	13	3	-102.08
gain	3	14	-103.49
gain	14	3	-103.49
gain	3	15	-99.72
gain	15	3	-99.72
gain	3	16	-104.29
gain	16	3	-104.29
gain	3	17	-96.54
gain	17	3	-96.54
gain	3	18	-85.50
gain	18	3	-85.50
gain	3	19	-94.43
gain	19	3	-94.43
gain	3	20	-105.27
gain	20	3	-105.27
gain	3	21	-104.47
gain	21	3	-104.47
gain	3	22	-99.18
gain	22	3	-99.18
gain	3	23	-96.76
gain	23	3	-96.76
gain	3	24	-103.85
gain	24	3	-103.85
gain	3	25	-97.67
gain	25	3	-97.67
gain	3	26	-105.39
gain	26	3	-105.39
gain	3	27	-106.76
gain	27	3	-106.76
gain	3	28	-106.99
gain	28	3	-106.99
gain	3	29	-113.83
gain	29	3	-113.83
gain	3	30	-99.61
gain	30	3	-99.61
gain	3	31	-109.45
gain	31	3	-109.45
gain	3	32	-101.17
gain	32	3	-101.17
gain	3	33	-110.36
gain	33	3	-110.36
gain	3	34	-105.51
gain	34	3	-105.51
gain	3	35	-106.61
gain	35	3	-106.61
gain	3	36	-114.03
gain	36	3	-114.03
gain	3	37	-123.12
gain	37	3	-123.12
gain	3	38	-106.94
gain	38	3	-106.94
gain	3	39	-112.83
gain	39	3	-112.83
gain	3	40	-114.93
gain	40	3	-114.93
gain	3	41	-95.85
gain	41	3	-95.85
gain	3	42	-115.70
gain	42	3	-115.70
gain	3	43	-114.89
gain	43	3	-114.89
gain	3	44	-111.84
gain	44	3	-111.84
gain	3	45	-111.19
gain	45	3	-111.19
gain	3	46	-108.26
gain	46	3	-108.26
gain	3	47	-107.67
gain	47	3	-107.67
gain	3	48	-113.87
gain	48	3	-113.87
gain	4	5	-82.21
gain	5	4	-82.21
gain	4	6	-90.81
gain	6	4	-90.81
gain	4	7	-98.91
gain	7	4	-98.91
gain	4	8	-108.43
gain	8	4	-108.43
gain	4	9	-98.22
gain	9	4	-98.22
gain	4	10	-89.78
gain	10	4	-89.78
gain	4	11	-85.53
gain	11	4	-85.53
gain	4	12	-85.43
gain	12	4	-85.43
gain	4	13	-98.37
gain	13	4	-98.37
gain	4	14	-103.24
gain	14	4	-103.24
gain	4	15	-102.20
gain	15	4	-102.20
gain	4	16	-97.12
gain	16	4	-97.12
gain	4	17	-97.45
gain	17	4	-97.45
gain	4	18	-90.77
gain	18	4	-90.77
gain	4	19	-99.38
gain	19	4	-99.38
gain	4	20	-99.47
gain	20	4	-99.47
gain	4	21	-115.96
gain	21	4	-115.96
gain	4	22	-104.93
gain	22	4	-104.93
gain	4	23	-100.75
gain	23	4	-100.75
gain	4	24	-101.82
gain	24	4	-101.82
gain	4	25	-105.62
gain	25	4	-105.62
gain	4	26	-97.71
gain	26	4	-97.71
gain	4	27	-100.11
gain	27	4	-100.11
gain	4	28	-111.44
gain	28	4	-111.44
gain	4	29	-105.12
gain	29	4	-105.12
gain	4	30	-98.12
gain	30	4	-98.12
gain	4	31	-99.42
gain	31	4	-99.42
gain	4	32	-99.77
gain	32	4	-99.77
gain	4	33	-107.86
gain	33	4	-107.86
gain	4	34	-113.28
gain	34	4	-113.28
gain	4	35	-122.97
gain	35	4	-122.97
gain	4	36	-104.44
gain	36	4	-104.44
gain	4	37	-107.18
gain	37	4	-107.18
gain	4	38	-104.82
gain	38	4	-104.82
gain	4	39	-108.44
gain	39	4	-108.44
gain	4	40	-109.45
gain	40	4	-109.45
gain	4	41	-116.34
gain	41	4	-116.34
gain	4	42	-115.50
gain	42	4	-115.50
gain	4	43	-104.70
gain	43	4	-104.70
gain	4	44	-106.06
gain	44	4	-106.06
gain	4	45	-107.42
gain	45	4	-107.42
gain	4	46	-117.37
gain	46	4	-117.37
gain	4	47	-117.34
gain	47	4	-117.34
gain	4	48	-116.48
gain	48	4	-116.48
gain	5	6	-84.77
gain	6	5	-84.77
gain	5	7	-107.99
gain	7	5	-107.99
gain	5	8	-115.23
gain	8	5	-115.23
gain	5	9	-109.12
gain	9	5	-109.12
gain	5	10	-103.36
gain	10	5	-103.36
gain	5	11	-91.06
gain	11	5	-91.06
gain	5	12	-81.24
gain	12	5	-81.24
gain	5	13	-88.15
gain	13	5	-88.15
gain	5	14	-105.90
gain	14	5	-105.90
gain	5	15	-106.61
gain	15	5	-106.61
gain	5	16	-110.22
gain	16	5	-110.22
gain	5	17	-94.47
gain	17	5	-94.47
gain	5	18	-100.30
gain	18	5	-100.30
gain	5	19	-98.18
gain	19	5	-98.18
gain	5	20	-85.20
gain	20	5	-85.20
gain	5	21	-103.43
gain	21	5	-103.43
gain	5	22	-108.21
gain	22	5	-108.21
gain	5	23	-111.76
gain	23	5	-111.76
gain	5	24	-97.67
gain	24	5	-97.67
gain	5	25	-104.35
gain	25	5	-104.35
gain	5	26	-109.42
gain	26	5	-109.42
gain	5	27	-111.34
gain	27	5	-111.34
gain	5	28	-115.75
gain	28	5	-115.75
gain	5	29	-105.84
gain	29	5	-105.84
gain	5	30	-101.01
gain	30	5	-101.01
gain	5	31	-107.96
gain	31	5	-107.96
gain	5	32	-110.07
gain	32	5	-110.07
gain	5	33	-98.32
gain	33	5	-98.32
gain	5	34	-109.57
gain	34	5	-109.57
gain	5	35	-113.49
gain	35	5	-113.49
gain	5	36	-119.52
gain	36	5	-119.52
gain	5	37	-111.40
gain	37	5	-111.40
gain	5	38	-109.52
gain	38	5	-109.52
gain	5	39	-111.26
gain	39	5	-111.26
gain	5	40	-111.58
gain	40	5	-111.58
gain	5	41	-112.61
gain	41	5	-112.61
gain	5	42	-110.41
gain	42	5	-110.41
gain	5	43	-114.52
gain	43	5	-114.52
gain	5	44	-119.19
gain	44	5	-119.19
gain	5	45	-104.84
gain	45	5	-104.84
gain	5	46	-114.12
gain	46	5	-114.12
gain	5	47	-119.62
gain	47	5	-119.62
gain	5	48	-109.07
gain	48	5	-109.07
gain	6	7	-112.33
gain	7	6	-112.33
gain	6	8	-116.07
gain	8	6	-116.07
gain	6	9	-108.08
gain	9	6	-108.08
gain	6	10	-101.80
gain	10	6	-101.80
gain	6	11	-101.76
gain	11	6	-101.76
gain	6	12	-95.48
gain	12	6	-95.48
gain	6	13	-98.94
gain	13	6	-98.94
gain	6	14	-108.98
gain	14	6	-108.98
gain	6	15	-97.77
gain	15	6	-97.77
gain	6	16	-114.27
gain	16	6	-114.27
gain	6	17	-108.19
gain	17	6	-108.19
gain	6	18	-99.55
gain	18	6	-99.55
gain	6	19	-102.81
gain	19	6	-102.81
gain	6	20	-97.91
gain	20	6	-97.91
gain	6	21	-125.17
gain	21	6	-125.17
gain	6	22	-119.74
gain	22	6	-119.74
gain	6	23	-109.53
gain	23	6	-109.53
gain	6	24	-111.64
gain	24	6	-111.64
gain	6	25	-96.97
gain	25	6	-96.97
gain	6	26	-96.40
gain	26	6	-96.40
gain	6	27	-101.44
gain	27	6	-101.44
gain	6	28	-107.52
gain	28	6	-107.52
gain	6	29	-112.27
gain	29	6	-112.27
gain	6	30	-114.65
gain	30	6	-114.65
gain	6	31	-110.22
gain	31	6	-110.22
gain	6	32	-102.91
gain	32	6	-102.91
gain	6	33	-112.49
gain	33	6	-112.49
gain	6	34	-96.31
gain	34	6	-96.31
gain	6	35	-116.94
gain	35	6	-116.94
gain	6	36	-119.30
gain	36	6	-119.30
gain	6	37	-125.54
gain	37	6	-125.54
gain	6	38	-114.46
gain	38	6	-114.46
gain	6	39	-107.64
gain	39	6	-107.64
gain	6	40	-101.35
gain	40	6	-101.35
gain	6	41	-111.01
gain	41	6	-111.01
gain	6	42	-111.56
